0	79.0
1	80.0
2	80.0
3	80.0
4	81.0
5	80.5
6	79.0
7	82.5
8	82.0
9	83.5
10	84.0
11	85.0
12	84.0
13	81.0
14	82.0
15	81.0
16	78.5
17	78.0
18	78.5
19	78.0
20	78.0
21	80.0
22	80.0
23	80.0
24	81.0
25	85.5
26	87.5
27	89.0
28	89.0
29	91.5
30	92.5
31	92.0
32	92.0
33	92.0
34	95.5
35	97.5
36	101.5
37	103.0
38	107.5
39	114.5
40	119.5
41	120.5
42	126.0
43	126.5
44	127.0
45	127.5
46	124.5
47	125.5
48	126.0
49	127.5
50	125.5
51	127.0
52	127.5
53	123.5
54	122.5
55	119.0
56	119.0
57	114.5
58	114.0
59	114.0
60	112.0
61	110.5
62	115.0
63	111.0
64	112.0
65	108.5
66	109.5
67	109.0
68	105.5
69	109.0
70	108.0
71	106.5
72	108.0
73	108.0
74	108.0
75	111.0
76	111.5
77	113.5
78	118.0
79	118.5
80	119.0
81	121.0
82	125.0
83	127.0
84	125.0
85	126.5
86	129.0
87	129.0
88	132.0
89	133.0
90	125.5
91	129.5
92	125.5
93	123.5
94	122.5
95	119.0
96	110.0
97	106.5
98	109.5
99	109.5
100	106.5
101	110.0
102	107.5
103	107.5
104	108.0
105	108.5
106	108.0
107	107.0
108	109.5
109	112.0
110	120.0
111	117.0
112	131.5
113	123.0
114	126.0
115	126.5
116	126.0
117	129.0
118	126.5
119	126.5
120	125.5
121	127.5
122	128.0
123	128.5
124	131.5
125	130.5
126	130.5
127	132.0
128	133.0
129	134.0
130	136.5
131	135.5
132	135.0
133	138.0
134	134.5
135	135.5
136	131.0
137	130.5
138	126.0
139	121.5
140	113.5
141	104.0
142	95.5
143	91.0
144	80.5
145	69.0
146	65.5
147	61.0
148	63.5
149	63.5
150	43.5
151	43.5
152	43.5
153	43.5
154	43.5
155	43.5
156	43.5
157	43.5
158	43.5
159	43.5
160	43.5
161	43.5
162	43.5
163	43.5
164	43.5
165	43.5
166	43.5
167	43.5
168	43.5
169	39.0
170	39.5
171	39.5
172	39.5
173	52.5
174	50.0
175	50.0
176	50.0
177	50.0
178	53.5
179	56.0
180	56.0
181	56.0
182	61.0
183	61.0
184	65.0
185	59.0
186	60.5
187	60.5
188	60.5
189	60.5
190	60.5
191	60.5
192	60.5
193	60.5
194	60.5
195	60.5
196	60.5
197	60.5
198	60.5
199	60.5
200	60.5
201	60.5
202	60.5
203	60.5
204	60.5
205	60.5
206	60.5
207	60.5
208	60.5
209	60.5
210	60.5
211	60.5
212	25.5
213	25.5
214	25.5
215	25.5
216	25.5
217	17.0
218	17.0
219	17.0
220	17.0
221	17.0
222	17.0
223	17.0
224	17.0
225	17.0
226	17.0
227	17.0
228	17.0
229	17.0
230	17.0
231	17.0
232	17.0
233	17.0
234	17.0
235	17.0
236	17.0
237	17.0
238	17.0
239	17.0
240	17.0
241	52.5
242	52.5
243	52.5
244	52.5
245	52.5
246	52.5
247	52.5
248	52.5
249	52.5
250	52.5
251	52.5
252	52.5
253	52.5
254	52.5
255	52.5
256	52.5
257	52.5
258	52.5
259	52.5
260	52.5
261	52.5
262	52.5
263	47.5
264	47.5
265	44.5
266	47.0
267	40.5
268	39.0
269	40.0
270	39.0
271	40.0
272	46.5
273	46.0
274	50.5
275	50.0
276	50.0
277	54.5
278	60.5
279	61.5
280	68.0
281	72.5
282	76.0
283	79.5
284	86.5
285	88.0
286	89.5
287	91.0
288	89.5
289	91.0
290	92.0
291	93.5
292	91.5
293	93.0
294	90.5
295	87.5
296	86.5
297	84.0
298	80.5
299	75.5
300	70.0
301	59.0
302	55.5
303	54.5
304	51.5
305	49.0
306	42.5
307	38.5
308	35.0
309	37.5
310	33.0
311	33.5
312	27.0
313	35.5
314	34.5
315	22.0
316	22.0
317	17.5
318	29.5
319	26.5
320	24.5
321	22.0
322	24.0
323	20.5
324	21.5
325	21.0
326	20.0
327	26.5
328	29.0
329	22.0
330	23.5
331	18.5
332	29.5
333	20.5
334	22.5
335	24.5
336	24.5
337	27.5
338	29.5
339	31.0
340	35.5
341	38.0
342	45.5
343	43.0
344	43.0
345	42.5
346	39.5
347	40.5
348	40.5
349	44.0
350	43.5
351	44.0
352	44.0
353	44.5
354	45.5
355	46.5
356	47.0
357	48.5
358	46.5
359	49.5
360	47.0
361	50.0
362	46.5
363	48.0
364	49.0
365	48.5
366	48.0
367	48.0
368	48.0
369	49.0
370	48.5
371	48.5
372	49.0
373	46.5
374	49.0
375	48.5
376	46.0
377	45.5
378	43.5
379	43.5
380	43.5
381	40.0
382	35.0
383	33.5
384	34.0
385	28.0
386	28.0
387	25.0
388	26.5
389	25.0
390	23.5
391	22.5
392	21.0
393	26.5
394	20.5
395	17.5
396	15.0
397	14.5
398	13.0
399	14.0
400	13.5
401	13.5
402	13.5
403	14.0
404	14.5
405	15.5
406	15.0
407	15.0
408	15.0
409	15.0
410	15.0
411	15.0
412	15.0
413	15.0
414	15.0
415	15.0
416	15.0
417	15.0
418	15.0
419	15.0
420	15.0
421	15.0
422	15.0
423	15.0
424	15.0
425	15.0
426	15.0
427	15.0
428	15.0
429	15.0
