0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	46.0
17	46.0
18	43.0
19	42.0
20	39.0
21	37.5
22	37.5
23	37.5
24	37.5
25	37.5
26	37.5
27	37.5
28	38.0
29	38.0
30	38.0
31	38.0
32	38.0
33	37.5
34	37.5
35	37.5
36	37.5
37	37.5
38	46.0
39	49.0
40	50.0
41	50.0
42	50.0
43	50.0
44	50.0
45	50.0
46	50.0
47	50.0
48	50.0
49	50.0
50	50.0
51	50.0
52	50.0
53	50.0
54	50.0
55	50.0
56	50.0
57	50.0
58	50.0
59	50.0
60	64.0
61	64.0
62	64.5
63	64.5
64	66.5
65	68.5
66	68.5
67	68.5
68	68.5
69	68.5
70	68.5
71	68.5
72	68.5
73	68.5
74	68.5
75	73.0
76	89.5
77	90.0
78	97.5
79	97.5
80	83.5
81	88.0
82	86.5
83	87.5
84	78.0
85	69.0
86	69.5
87	72.0
88	72.0
89	76.0
90	76.5
91	71.5
92	70.5
93	70.5
94	74.0
95	69.0
96	66.5
97	70.0
98	63.5
99	67.0
100	63.5
101	62.5
102	62.0
103	58.0
104	60.5
105	57.0
106	56.0
107	51.5
108	48.5
109	46.5
110	44.0
111	45.0
112	46.0
113	44.0
114	45.5
115	44.5
116	44.5
117	50.0
118	53.0
119	54.0
120	54.5
121	53.0
122	50.5
123	46.5
124	44.5
125	42.5
126	41.5
127	42.0
128	42.5
129	41.0
130	43.5
131	44.5
132	48.0
133	47.0
134	54.5
135	62.0
136	66.5
137	73.5
138	71.5
139	80.0
140	91.5
141	94.0
142	87.0
143	91.0
144	86.5
145	89.5
146	98.0
147	95.0
148	87.5
149	91.5
150	86.0
151	98.0
152	100.0
153	82.0
154	88.0
155	78.5
156	85.5
157	83.5
158	74.5
159	77.5
160	88.5
161	86.5
162	89.0
163	80.5
164	80.0
165	70.5
166	73.5
167	76.5
168	80.0
169	74.5
170	82.5
171	86.0
172	84.5
173	82.0
174	79.5
175	89.0
176	80.0
177	82.0
178	82.5
179	80.0
180	82.5
181	84.5
182	84.5
183	88.0
184	83.5
185	88.5
186	94.0
187	91.5
188	91.5
189	93.5
190	92.0
191	89.5
192	90.0
193	93.0
194	84.0
195	80.5
196	77.5
197	77.5
198	72.5
199	68.0
200	63.5
201	60.5
202	58.5
203	58.0
204	55.5
205	54.0
206	54.5
207	57.5
208	54.5
209	52.0
210	42.5
211	41.0
212	35.0
213	40.0
214	28.5
215	27.0
216	27.0
217	27.0
218	18.0
219	18.5
220	18.5
221	17.0
222	19.5
223	20.5
224	20.5
225	7.5
226	7.0
227	20.0
228	19.0
229	21.0
230	21.5
231	21.5
232	23.5
233	23.0
234	9.5
235	8.0
236	24.0
237	24.0
238	25.5
239	26.0
240	26.0
241	26.0
242	27.0
243	26.5
244	25.5
245	32.5
246	28.5
247	26.5
248	30.0
249	36.0
250	34.5
251	37.5
252	30.0
253	28.0
254	28.5
255	34.0
256	29.5
257	26.5
258	23.5
259	18.0
260	24.0
261	22.5
262	20.0
263	20.0
264	20.0
265	20.0
266	20.0
267	20.0
268	20.0
269	20.0
270	20.0
271	20.0
272	20.0
273	20.0
274	20.0
275	15.0
276	15.0
277	13.5
278	16.0
279	8.5
280	8.5
281	8.5
282	17.0
283	12.0
284	13.0
285	8.0
286	8.0
287	11.0
288	11.5
289	11.5
290	11.5
291	11.5
292	11.5
293	11.5
294	11.5
295	11.5
296	14.0
297	13.5
298	13.5
299	13.5
300	13.5
301	17.5
302	17.5
303	17.5
304	17.5
305	17.5
306	17.5
307	17.5
308	17.5
309	17.5
310	17.5
311	17.5
312	17.5
313	17.5
314	17.5
315	17.5
316	17.5
317	17.5
318	17.5
319	17.5
320	17.5
321	17.5
322	17.5
323	17.5
324	17.5
325	17.5
326	17.5
327	17.5
328	17.5
329	17.5
330	17.5
331	17.5
332	17.5
333	17.5
334	17.5
335	17.5
336	17.5
337	17.5
338	17.5
339	17.5
340	17.5
341	17.5
342	17.5
343	17.5
344	17.5
345	17.5
346	17.5
347	17.5
348	17.5
349	17.5
350	17.5
351	17.5
352	17.5
353	17.5
354	17.5
355	17.5
356	17.5
357	17.5
358	17.5
359	17.5
360	17.5
361	17.5
362	17.5
363	17.5
364	17.5
365	17.5
366	17.5
367	17.5
368	17.5
369	17.5
370	17.5
371	17.5
372	17.5
373	17.5
374	17.5
375	17.5
376	17.5
377	17.5
378	17.5
379	17.5
380	17.5
381	17.5
382	17.5
383	17.5
384	17.5
385	17.5
386	17.5
387	17.5
388	17.5
389	17.5
390	17.5
391	19.5
392	19.5
393	19.5
394	19.5
395	19.5
396	19.5
397	19.5
398	19.5
399	19.5
400	19.5
401	19.5
402	19.5
403	19.5
404	19.5
405	19.5
406	19.5
407	19.5
408	19.5
409	7.0
410	7.0
411	7.0
412	7.0
413	7.0
414	7.0
415	7.0
416	7.0
417	7.0
418	7.0
419	7.0
420	7.0
421	7.0
422	7.0
423	7.0
424	7.0
425	7.0
426	7.0
427	7.0
428	7.0
429	7.0
430	7.0
431	7.0
432	7.0
433	7.0
434	7.0
435	7.0
436	7.0
437	33.0
438	33.0
439	31.0
440	33.0
441	33.0
